#pulser generator data
#(shaping time) (number of data points) (step size) (rising tb threshold number) (default ndf)
464 4943 0.1 18 100
#(value) (rms) (total weight) # 130 is ndf
0.00294286 0 1
0.00325493 0 1
0.00358576 0 1
0.00393563 0 1
0.00430481 0 1
0.00469355 0 1
0.00510209 0 1
0.00553066 0 1
0.00597948 0 1
0.00644875 0 1
0.00693866 0 1
0.00744938 0 1
0.0079811 0 1
0.00853396 0 1
0.00910813 0 1
0.00970372 0 1
0.0103209 0 1
0.0109597 0 1
0.0116204 0 1
0.0123029 0 1
0.0130075 0 1
0.0137341 0 1
0.0144829 0 1
0.0152539 0 1
0.0160472 0 1
0.0168628 0 1
0.0177008 0 1
0.0185613 0 1
0.0194443 0 1
0.0203497 0 1
0.0212777 0 1
0.0222282 0 1
0.0232013 0 1
0.0241969 0 1
0.025215 0 1
0.0262558 0 1
0.027319 0 1
0.0284048 0 1
0.0295131 0 1
0.0306438 0 1
0.031797 0 1
0.0329726 0 1
0.0341705 0 1
0.0353907 0 1
0.0366333 0 1
0.037898 0 1
0.0391849 0 1
0.0404939 0 1
0.0418249 0 1
0.0431778 0 1
0.0445527 0 1
0.0459493 0 1
0.0473677 0 1
0.0488077 0 1
0.0502693 0 1
0.0517524 0 1
0.0532568 0 1
0.0547825 0 1
0.0563295 0 1
0.0578974 0 1
0.0594864 0 1
0.0610962 0 1
0.0627268 0 1
0.0643781 0 1
0.0660498 0 1
0.067742 0 1
0.0694546 0 1
0.0711872 0 1
0.07294 0 1
0.0747126 0 1
0.0765051 0 1
0.0783173 0 1
0.080149 0 1
0.0820001 0 1
0.0838705 0 1
0.08576 0 1
0.0876685 0 1
0.0895959 0 1
0.0915421 0 1
0.0935068 0 1
0.0954899 0 1
0.0974913 0 1
0.0995109 0 1
0.101548 0 1
0.103604 0 1
0.105677 0 1
0.107768 0 1
0.109876 0 1
0.112001 0 1
0.114143 0 1
0.116303 0 1
0.118479 0 1
0.120671 0 1
0.12288 0 1
0.125106 0 1
0.127347 0 1
0.129605 0 1
0.131878 0 1
0.134167 0 1
0.136472 0 1
0.138792 0 1
0.141127 0 1
0.143477 0 1
0.145841 0 1
0.148221 0 1
0.150615 0 1
0.153023 0 1
0.155445 0 1
0.157882 0 1
0.160332 0 1
0.162796 0 1
0.165274 0 1
0.167764 0 1
0.170268 0 1
0.172785 0 1
0.175315 0 1
0.177857 0 1
0.180412 0 1
0.18298 0 1
0.185559 0 1
0.18815 0 1
0.190753 0 1
0.193368 0 1
0.195994 0 1
0.198632 0 1
0.201281 0 1
0.20394 0 1
0.206611 0 1
0.209292 0 1
0.211983 0 1
0.214685 0 1
0.217397 0 1
0.220119 0 1
0.222851 0 1
0.225592 0 1
0.228343 0 1
0.231103 0 1
0.233872 0 1
0.23665 0 1
0.239437 0 1
0.242233 0 1
0.245037 0 1
0.247849 0 1
0.250669 0 1
0.253498 0 1
0.256334 0 1
0.259178 0 1
0.262029 0 1
0.264888 0 1
0.267754 0 1
0.270626 0 1
0.273506 0 1
0.276392 0 1
0.279285 0 1
0.282184 0 1
0.285089 0 1
0.288001 0 1
0.290918 0 1
0.293841 0 1
0.296769 0 1
0.299703 0 1
0.302642 0 1
0.305586 0 1
0.308536 0 1
0.311489 0 1
0.314448 0 1
0.317411 0 1
