#pulser generator data
#(shaping time) (number of data points) (step size) (rising tb threshold number) (default ndf)
232 1000 0.1 5 12
#(value) (rms) (total weight)
0 0 1
0 0 1
0 0 1
0 0 1
0 0 1
0 0 1
0.00055792 0 1
0.00364905 0 1
0.00674019 0 1
0.00983132 0 1
0.0129225 0 1
0.0160136 0 1
0.0191047 0 1
0.0221958 0 1
0.025287 0 1
0.0283781 0 1
0.0359877 0 1
0.0435972 0 1
0.0512068 0 1
0.0588163 0 1
0.0664259 0 1
0.0740354 0 1
0.081645 0 1
0.0892545 0 1
0.0968641 0 1
0.104474 0 1
0.118963 0 1
0.133452 0 1
0.147941 0 1
0.162431 0 1
0.17692 0 1
0.191409 0 1
0.205899 0 1
0.220388 0 1
0.234877 0 1
0.249366 0 1
0.267469 0 1
0.285571 0 1
0.303674 0 1
0.321776 0 1
0.339878 0 1
0.357981 0 1
0.376083 0 1
0.394185 0 1
0.412288 0 1
0.43039 0 1
0.452669 0 1
0.474948 0 1
0.497226 0 1
0.519505 0 1
0.541783 0 1
0.564062 0 1
0.586341 0 1
0.608619 0 1
0.630898 0 1
0.653177 0 1
0.672798 0 1
0.69242 0 1
0.712042 0 1
0.731664 0 1
0.751286 0 1
0.770908 0 1
0.790529 0 1
0.810151 0 1
0.829773 0 1
0.849395 0 1
0.861137 0 1
0.872879 0 1
0.884621 0 1
0.896363 0 1
0.908105 0 1
0.919847 0 1
0.931589 0 1
0.943331 0 1
0.955073 0 1
0.966816 0 1
0.970134 0 1
0.973452 0 1
0.976771 0 1
0.980089 0 1
0.983408 0 1
0.986726 0 1
0.990045 0 1
0.993363 0 1
0.996682 0 1
1 0 1
0.994856 0 1
0.989711 0 1
0.984567 0 1
0.979422 0 1
0.974278 0 1
0.969133 0 1
0.963989 0 1
0.958844 0 1
0.9537 0 1
0.948555 0 1
0.939427 0 1
0.930299 0 1
0.92117 0 1
0.912042 0 1
0.902914 0 1
0.893785 0 1
0.884657 0 1
0.875528 0 1
0.8664 0 1
0.857272 0 1
0.845267 0 1
0.833262 0 1
0.821256 0 1
0.809251 0 1
0.797246 0 1
0.785241 0 1
0.773236 0 1
0.761231 0 1
0.749226 0 1
0.737221 0 1
0.72484 0 1
0.712459 0 1
0.700078 0 1
0.687697 0 1
0.675316 0 1
0.662935 0 1
0.650554 0 1
0.638173 0 1
0.625792 0 1
0.613411 0 1
0.601573 0 1
0.589736 0 1
0.577899 0 1
0.566062 0 1
0.554225 0 1
0.542388 0 1
0.53055 0 1
0.518713 0 1
0.506876 0 1
0.495039 0 1
0.484383 0 1
0.473726 0 1
0.46307 0 1
0.452414 0 1
0.441757 0 1
0.431101 0 1
0.420445 0 1
0.409788 0 1
0.399132 0 1
0.388476 0 1
0.379513 0 1
0.370549 0 1
0.361586 0 1
0.352623 0 1
0.34366 0 1
0.334696 0 1
0.325733 0 1
0.31677 0 1
0.307807 0 1
0.298844 0 1
0.291127 0 1
0.283411 0 1
0.275694 0 1
0.267978 0 1
0.260261 0 1
0.252545 0 1
0.244828 0 1
0.237112 0 1
0.229396 0 1
0.221679 0 1
0.216075 0 1
0.210471 0 1
0.204868 0 1
0.199264 0 1
0.19366 0 1
0.188056 0 1
0.182452 0 1
0.176848 0 1
0.171244 0 1
0.16564 0 1
0.160927 0 1
0.156213 0 1
0.1515 0 1
0.146786 0 1
0.142073 0 1
0.137359 0 1
0.132645 0 1
0.127932 0 1
0.123218 0 1
0.118505 0 1
0.115277 0 1
0.112049 0 1
0.108821 0 1
0.105593 0 1
0.102365 0 1
0.099137 0 1
0.095909 0 1
0.092681 0 1
0.0894531 0 1
0.0862251 0 1
0.0837338 0 1
0.0812425 0 1
0.0787513 0 1
0.07626 0 1
0.0737687 0 1
0.0712774 0 1
0.0687862 0 1
0.0662949 0 1
0.0638036 0 1
0.0613124 0 1
0.0590869 0 1
0.0568615 0 1
0.0546361 0 1
0.0524107 0 1
0.0501853 0 1
0.0479599 0 1
0.0457345 0 1
0.0435091 0 1
0.0412836 0 1
0.0390582 0 1
0.0383015 0 1
0.0375449 0 1
0.0367882 0 1
0.0360315 0 1
0.0352748 0 1
0.0345181 0 1
0.0337615 0 1
0.0330048 0 1
0.0322481 0 1
0.0314914 0 1
0.0307765 0 1
