0 3 18 175
1 3 18 0
0 3 23 176
1 3 23 1
0 3 24 177
1 3 24 2
0 3 25 178
1 3 25 3
0 3 26 179
1 3 26 4
0 3 30 180
1 3 30 5
0 3 31 181
1 3 31 6
0 3 32 182
1 3 32 7
0 0 19 183
1 0 19 8
0 0 20 184
1 0 20 9
0 0 21 185
1 0 21 10
0 0 23 186
1 0 23 11
0 0 27 187
1 0 27 12
0 0 28 188
1 0 28 13
0 0 29 189
1 0 29 14
0 0 30 190
1 0 30 15
0 0 34 191
1 0 34 16
0 3 14 192
1 3 14 17
0 3 15 193
1 3 15 18
0 3 16 194
1 3 16 19
0 3 17 195
1 3 17 20
0 3 21 196
1 3 21 21
0 3 27 197
1 3 27 22
0 3 33 198
1 3 33 23
0 3 34 199
1 3 34 24
0 3 35 200
1 3 35 25
0 0 13 201
1 0 13 26
0 0 16 202
1 0 16 27
0 0 17 203
1 0 17 28
0 0 18 204
1 0 18 29
0 0 26 205
1 0 26 30
0 0 31 206
1 0 31 31
0 0 35 207
1 0 35 32
0 0 36 208
1 0 36 33
0 0 37 209
1 0 37 34
0 0 38 210
1 0 38 35
0 3 6 211
1 3 6 36
0 3 7 212
1 3 7 37
0 3 8 213
1 3 8 38
0 3 10 214
1 3 10 39
0 3 12 215
1 3 12 40
0 3 13 216
1 3 13 41
0 3 20 217
1 3 20 42
0 3 28 218
1 3 28 43
0 3 36 219
1 3 36 44
0 3 37 220
1 3 37 45
0 3 39 221
1 3 39 46
0 0 9 222
1 0 9 47
0 0 10 223
1 0 10 48
0 0 12 224
1 0 12 49
0 0 15 225
1 0 15 50
0 0 25 226
1 0 25 51
0 0 32 227
1 0 32 52
0 0 39 228
1 0 39 53
0 0 40 229
1 0 40 54
0 0 41 230
1 0 41 55
0 0 43 231
1 0 43 56
0 0 44 232
1 0 44 57
0 0 46 233
1 0 46 58
0 3 5 234
1 3 5 59
0 3 4 235
1 3 4 60
0 3 3 236
1 3 3 61
0 3 2 237
1 3 2 62
0 3 1 238
1 3 1 63
0 3 0 239
1 3 0 64
0 3 9 240
1 3 9 65
0 3 19 241
1 3 19 66
0 3 29 242
1 3 29 67
0 3 38 243
1 3 38 68
0 3 48 244
1 3 48 69
0 3 49 245
1 3 49 70
0 0 3 246
1 0 3 71
0 0 2 247
1 0 2 72
0 0 4 248
1 0 4 73
0 0 14 249
1 0 14 74
0 0 24 250
1 0 24 75
0 0 33 251
1 0 33 76
0 0 42 252
1 0 42 77
0 0 52 253
1 0 52 78
0 0 51 254
1 0 51 79
0 0 50 255
1 0 50 80
0 0 49 256
1 0 49 81
0 0 48 257
1 0 48 82
0 0 47 258
1 0 47 83
0 2 6 259
1 2 6 84
0 2 5 260
1 2 5 85
0 2 4 261
1 2 4 86
0 2 3 262
1 2 3 87
0 2 2 263
1 2 2 88
0 2 1 264
1 2 1 89
0 2 0 265
1 2 0 90
0 2 9 266
1 2 9 91
0 2 19 267
1 2 19 92
0 2 29 268
1 2 29 93
0 2 38 269
1 2 38 94
0 2 48 270
1 2 48 95
0 2 50 271
1 2 50 96
0 1 0 272
1 1 0 97
0 1 1 273
1 1 1 98
0 1 4 274
1 1 4 99
0 1 14 275
1 1 14 100
0 1 24 276
1 1 24 101
0 1 33 277
1 1 33 102
0 1 42 278
1 1 42 103
0 1 52 279
1 1 52 104
0 1 51 280
1 1 51 105
0 1 50 281
1 1 50 106
0 1 49 282
1 1 49 107
0 1 48 283
1 1 48 108
0 1 47 284
1 1 47 109
0 1 46 285
1 1 46 110
0 2 7 286
1 2 7 111
0 2 8 287
1 2 8 112
0 2 10 288
1 2 10 113
0 2 12 289
1 2 12 114
0 2 13 290
1 2 13 115
0 2 14 291
1 2 14 116
0 2 15 292
1 2 15 117
0 2 16 293
1 2 16 118
0 2 17 294
1 2 17 119
0 2 18 295
1 2 18 120
0 2 30 296
1 2 30 121
0 2 36 297
1 2 36 122
0 2 39 298
1 2 39 123
0 2 47 299
1 2 47 124
0 2 49 300
1 2 49 125
0 1 2 301
1 1 2 126
0 1 3 302
1 1 3 127
0 1 5 303
1 1 5 128
0 1 13 304
1 1 13 129
0 1 23 305
1 1 23 130
0 1 32 306
1 1 32 131
0 1 34 307
1 1 34 132
0 1 35 308
1 1 35 133
0 1 36 309
1 1 36 134
0 1 37 310
1 1 37 135
0 1 38 311
1 1 38 136
0 1 39 312
1 1 39 137
0 1 40 313
1 1 40 138
0 1 41 314
1 1 41 139
0 1 43 315
1 1 43 140
0 1 44 316
1 1 44 141
0 2 20 317
1 2 20 142
0 2 21 318
1 2 21 143
0 2 23 319
1 2 23 144
0 2 24 320
1 2 24 145
0 2 25 321
1 2 25 146
0 2 26 322
1 2 26 147
0 2 27 323
1 2 27 148
0 2 28 324
1 2 28 149
0 2 31 325
1 2 31 150
0 2 32 326
1 2 32 151
0 2 33 327
1 2 33 152
0 2 34 328
1 2 34 153
0 2 35 329
1 2 35 154
0 2 37 330
1 2 37 155
0 2 40 331
1 2 40 156
0 2 41 332
1 2 41 157
0 1 9 333
1 1 9 158
0 1 10 334
1 1 10 159
0 1 12 335
1 1 12 160
0 1 15 336
1 1 15 161
0 1 16 337
1 1 16 162
0 1 17 338
1 1 17 163
0 1 18 339
1 1 18 164
0 1 19 340
1 1 19 165
0 1 20 341
1 1 20 166
0 1 21 342
1 1 21 167
0 1 25 343
1 1 25 168
0 1 26 344
1 1 26 169
0 1 27 345
1 1 27 170
0 1 28 346
1 1 28 171
0 1 29 347
1 1 29 172
0 1 30 348
1 1 30 173
0 1 31 349
1 1 31 174
2 3 19 707
4 3 19 350
2 3 20 708
4 3 20 351
2 3 25 709
4 3 25 352
2 3 26 710
4 3 26 353
2 3 27 711
4 3 27 354
2 3 28 712
4 3 28 355
2 3 32 713
4 3 32 356
2 3 33 714
4 3 33 357
2 3 34 715
4 3 34 358
2 3 38 716
4 3 38 359
2 3 39 717
4 3 39 360
2 0 9 718
4 0 9 361
2 0 10 719
4 0 10 362
2 0 12 720
4 0 12 363
2 0 13 721
4 0 13 364
2 0 17 722
4 0 17 365
2 0 18 723
4 0 18 366
2 0 19 724
4 0 19 367
2 0 24 725
4 0 24 368
2 0 25 726
4 0 25 369
2 0 26 727
4 0 26 370
2 3 10 728
4 3 10 371
2 3 12 729
4 3 12 372
2 3 16 730
4 3 16 373
2 3 17 731
4 3 17 374
2 3 18 732
4 3 18 375
2 3 21 733
4 3 21 376
2 3 29 734
4 3 29 377
2 3 35 735
4 3 35 378
2 3 40 736
4 3 40 379
2 3 41 737
4 3 41 380
2 3 42 738
4 3 42 381
2 3 46 739
4 3 46 382
2 0 4 740
4 0 4 383
2 0 5 741
4 0 5 384
2 0 6 742
4 0 6 385
2 0 16 743
4 0 16 386
2 0 20 744
4 0 20 387
2 0 27 745
4 0 27 388
2 0 28 746
4 0 28 389
2 0 31 747
4 0 31 390
2 0 32 748
4 0 32 391
2 0 33 749
4 0 33 392
2 0 34 750
4 0 34 393
2 3 5 751
4 3 5 394
2 3 6 752
4 3 6 395
2 3 8 753
4 3 8 396
2 3 9 754
4 3 9 397
2 3 13 755
4 3 13 398
2 3 14 756
4 3 14 399
2 3 24 757
4 3 24 400
2 3 31 758
4 3 31 401
2 3 36 759
4 3 36 402
2 3 43 760
4 3 43 403
2 3 47 761
4 3 47 404
2 3 48 762
4 3 48 405
2 3 49 763
4 3 49 406
2 0 2 764
4 0 2 407
2 0 3 765
4 0 3 408
2 0 8 766
4 0 8 409
2 0 14 767
4 0 14 410
2 0 21 768
4 0 21 411
2 0 29 769
4 0 29 412
2 0 35 770
4 0 35 413
2 0 36 771
4 0 36 414
2 0 41 772
4 0 41 415
2 0 40 773
4 0 40 416
2 0 39 774
4 0 39 417
2 0 38 775
4 0 38 418
2 3 4 776
4 3 4 419
2 3 3 777
4 3 3 420
2 3 2 778
4 3 2 421
2 3 1 779
4 3 1 422
2 3 0 780
4 3 0 423
2 3 7 781
4 3 7 424
2 3 15 782
4 3 15 425
2 3 23 783
4 3 23 426
2 3 30 784
4 3 30 427
2 3 37 785
4 3 37 428
2 3 44 786
4 3 44 429
2 3 52 787
4 3 52 430
2 3 51 788
4 3 51 431
2 3 50 789
4 3 50 432
2 0 1 790
4 0 1 433
2 0 0 791
4 0 0 434
2 0 7 792
4 0 7 435
2 0 15 793
4 0 15 436
2 0 23 794
4 0 23 437
2 0 30 795
4 0 30 438
2 0 37 796
4 0 37 439
2 0 44 797
4 0 44 440
2 0 52 798
4 0 52 441
2 0 47 799
4 0 47 442
2 0 46 800
4 0 46 443
2 0 43 801
4 0 43 444
2 0 42 802
4 0 42 445
2 2 5 803
4 2 5 446
2 2 4 804
4 2 4 447
2 2 3 805
4 2 3 448
2 2 2 806
4 2 2 449
2 2 1 807
4 2 1 450
2 2 0 808
4 2 0 451
2 2 7 809
4 2 7 452
2 2 15 810
4 2 15 453
2 2 23 811
4 2 23 454
2 2 30 812
4 2 30 455
2 2 37 813
4 2 37 456
2 2 44 814
4 2 44 457
2 2 52 815
4 2 52 458
2 2 51 816
4 2 51 459
2 2 50 817
4 2 50 460
2 1 1 818
4 1 1 461
2 1 0 819
4 1 0 462
2 1 7 820
4 1 7 463
2 1 15 821
4 1 15 464
2 1 23 822
4 1 23 465
2 1 30 823
4 1 30 466
2 1 37 824
4 1 37 467
2 1 44 825
4 1 44 468
2 1 52 826
4 1 52 469
2 1 48 827
4 1 48 470
2 1 47 828
4 1 47 471
2 1 46 829
4 1 46 472
2 1 43 830
4 1 43 473
2 1 42 831
4 1 42 474
2 2 18 832
4 2 18 475
2 2 16 833
4 2 16 476
2 2 14 834
4 2 14 477
2 2 13 835
4 2 13 478
2 2 10 836
4 2 10 479
2 2 9 837
4 2 9 480
2 2 8 838
4 2 8 481
2 2 6 839
4 2 6 482
2 2 12 840
4 2 12 483
2 2 17 841
4 2 17 484
2 2 24 842
4 2 24 485
2 2 29 843
4 2 29 486
